from,to
a584211768d49f80192f13b8ed2fda9c058dec34,volume::ecml/pkdd::2014
455afd748e8834ef521e4b67c7c056d3c33429e2,volume::north american chapter of the association for computational linguistics::2016
c63bb976dc0d3a897f3b0920170a4c573ef904c6,volume::north american chapter of the association for computational linguistics::2003
c20b4068be640ebaffbc56382c3e4e0bcf62664e,volume::north american chapter of the association for computational linguistics::2003
4f09e6ec1b7d4390d23881852fd7240994abeb58,volume::j. documentation::2021
9e2caa39ac534744a180972a30a320ad0ae41ea3,volume::annual meeting of the association for computational linguistics::1989
5079c42cb329f70a4f2b94fd429ea8d35a043f56,volume::north american chapter of the association for computational linguistics::2009
36eff99a7f23cec395e4efc80ff7f937934c7be6,volume::computational linguistics::2004
ea419a6e8583d12f6b91be48df41edb7a8b8d6b6,volume::annual meeting of the association for computational linguistics::2002
fd1901f34cc3673072264104885d70555b1a4cdc,volume::annual meeting of the association for computational linguistics::1998
8b395470a57c48d174c4216ea21a7a58bc046917,volume::human language technology - the baltic perspectiv::2005
74d2ad28be32a5802a1b15d4e9a430db2234a3dd,volume::annual meeting of the association for computational linguistics::2004
5ec85a0d88adcc4344bb5cc81b0d1aef9bcd8dcc,volume::wmt@acl::2014
97ad70a9fa3f99adf18030e5e38ebe3d90daa2db,volume::international journal of computer vision::2015
428db42e86f6d51292e23fa57797e35cecd0e2ee,volume::computer vision and pattern recognition::2014
ea407573bfcd39f9a478fe33cf6ce0ee1780a5f0,volume::annual meeting of the association for computational linguistics::2015
7ff5cff8e1c33b30226bf0b2384cbfd7481a4332,volume::annual meeting of the association for computational linguistics::2009
424561d8585ff8ebce7d5d07de8dbf7aae5e7270,volume::ieee transactions on pattern analysis and machine intelligence::2015
5183230b706b72f6f6c19415c423d93c79ddde53,volume::ieee transactions on pattern analysis and machine intelligence::2012
547f23597f9ec8a93f66cedaa6fbfb73960426b1,volume::annual meeting of the association for computational linguistics::1998
02534853626c18c9a097c2712f1ddf3613257d35,volume::annual meeting of the association for computational linguistics::2016
c636a2dd242908fe2e598a1077c0c57bfdea8633,volume::coco@nips::2016
c6e5df6322659276da6133f9b734a389d7a255e8,volume::annual meeting of the association for computational linguistics::2016
2c1890864c1c2b750f48316dc8b650ba4772adc5,volume::computer vision and pattern recognition::2015
56fcf886de43d431590c5617546f75c4c16f3ad4,volume::wmt@acl::2014
98ea4abc9bf0e30eb020db2075c9c8a039a848a3,volume::north american chapter of the association for computational linguistics::2016
1174297ddcf08937a94d8efe4c1efb65f3b92fd8,volume::annual meeting of the association for computational linguistics::2004
8490431f3a76fbd165d108eba938ead212a2a639,volume::annual meeting of the association for computational linguistics::2017
5b6ec746d309b165f9f9def873a2375b6fb40f3d,volume::computer vision and pattern recognition::2016
7345843e87c81e24e42264859b214d26042f8d51,volume::north american chapter of the association for computational linguistics::2016
727e1e16ede6eaad241bad11c525da07b154c688,volume::journal of artificial intelligence research::2000
47f5682448cdc0b650b54e7f59d22d72f4976c2d,volume::journal of artificial intelligence research::2006
86c2a7dc48445d75ec9bc71f7d9fdec622687e90,volume::annual meeting of the association for computational linguistics::2015
104715e1097b7ebee436058bfd9f45540f269845,volume::annual meeting of the association for computational linguistics::2017
d8c5e6adf7023def3be0bee91799e18607cf588f,volume::wmt@emnlp::2015
c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,volume::annual meeting of the association for computational linguistics::2019
aab5002a22b9b4244a8329b140bd0a86021aa2d1,volume::annual meeting of the association for computational linguistics::2017
a486e2839291111bb44fa1f07731ada123539f75,volume::transactions of the association for computational linguistics::2016
4b75d707eb3ffe4607c8cdd5436c8d7f8573fed9,volume::annual meeting of the association for computational linguistics::2014
0f2ea810c16275dc74e880296e20dbd83b1bae1c,volume::annual meeting of the association for computational linguistics::2016
0e3e3c3d8ae5cb7c4636870d69967c197484d3bb,volume::annual meeting of the association for computational linguistics::1994
3d1d42c9435b419ac928ebf7bcf4c86a460d6ef4,volume::annual meeting of the association for computational linguistics::2014
193edd20cae92c6759c18ce93eeea96afd9528eb,volume::neural networks::2014
ab4850b6151ca9a9337dbba94115bde342876d50,volume::machine-mediated learning::2011
acec46ffd3f6046af97529127d98f1d623816ea4,volume::annual meeting of the association for computational linguistics::2016
4d070993cb75407b285e14cb8aac0077624ef4d9,volume::annual meeting of the association for computational linguistics::2016
83cf4b2f39bcc802b09fd59b69e23068447b26b7,volume::annual meeting of the association for computational linguistics::2015
4dabd6182ce2681c758f654561d351739e8df7bf,volume::north american chapter of the association for computational linguistics::2015
722e01d5ba05083f7a091f3188cfdfcf183a325d,volume::annual meeting of the association for computational linguistics::2015
7a67159fc7bc76d0b37930b55005a69b51241635,volume::north american chapter of the association for computational linguistics::2016
b4299baa815ca5a815a70fba94a9f6f2b42fff19,volume::annual meeting of the association for computational linguistics::2005
c4916a5fb50bcc73213b6f054c42ad10c68c52cd,volume::north american chapter of the association for computational linguistics::2016
0183b3e9d84c15c7048e6c2149ed86257ccdc6cb,volume::annual meeting of the association for computational linguistics::2014
9e7c7853a16a378cc24a082153b282257a9675b7,volume::annual meeting of the association for computational linguistics::2002
dbb3b9c94129fe7a29cfdbd97f0ad5b5224ae246,volume::journal of artificial intelligence research::2012
0fac3a87cf6f214a10f4e39d73e119ea81b52e46,volume::annual meeting of the association for computational linguistics::2015
bdaf232c561f1f50e88b1d24097e214890b37e8b,volume::annual meeting of the association for computational linguistics::1991
83d4f8b0606ee17be1aef83063c70d6d67b10a52,volume::wmt@acl::2014
5247a6e3a60ff0381355e66bfc313bf27512ae0c,volume::north american chapter of the association for computational linguistics::2015
0ffa423a5283396c88ff3d4033d541796bd039cc,volume::annual meeting of the association for computational linguistics::1997
72829d537f0ec8b1cc0ced2f278bb56ce89f1b0c,volume::neural computation::2011
522e90b9fccfd3c1c0603359eb04757d770c1ab5,volume::neural networks::2012
ce8cca19455e8d3055c57a9bafe882984c95a201,volume::annual meeting of the association for computational linguistics::1979
c45fd881bcc20bc1a754ee4b446d99aaff1d3dd5,volume::transactions of the association for computational linguistics::2013
b951b9f78b98a186ba259027996a48e4189d37e5,volume::ieee transactions on pattern analysis and machine intelligence::1995
1cad303159f86f3f1308d36ad56570111bf028a3,volume::wmt@emnlp::2014
668b1277fbece28c4841eeab1c97e4ebd0079700,volume::technometrics::2006
f52de7242e574b70410ca6fb70b79c811919fc00,volume::annual meeting of the association for computational linguistics::2006
769ef3d5021cd71c37d2c403f231a53d1accf786,volume::vestnik komp iuternykh i informatsionnykh tekhnologii::2016
c6867b6b564462d6b902f68e0bfa58f4717ca1cc,volume::neural computation::1994
43795b7bac3d921c4e579964b54187bdbf6c6330,volume::north american chapter of the association for computational linguistics::2014
1682b8b395c7d7fa30b3cec961ac81fdda53e72d,volume::north american chapter of the association for computational linguistics::2015
0ecb33ced5b0976accdf13817151f80568b6fdcb,volume::annual meeting of the association for computational linguistics::2005
9f2a8e923965b23c11066a2ead79658208f1fae1,volume::annual meeting of the association for computational linguistics::2015
897249c93f55ef1c0d2aa1e799eb67b414c6d4a6,volume::north american chapter of the association for computational linguistics::2003
5ed791f810da580c78df6a052c6b9f2e258f6b0a,volume::annual meeting of the association for computational linguistics::2016
3779a1a74e9901db6d99c62fa36ef8475f4a4b35,volume::annual meeting of the association for computational linguistics::2014
2805537bec87a6177037b18f9a3a9d3f1038867b,volume::vision research::1997
1ec86811a79fb02a1c551b8f418314a00f5f5a99,volume::journal of artificial intelligence research::2008
f6e91c9e7e8f8a577a98ecfcfa998212a683195a,volume::ieee trans. neural networks::1996
4f410ab5c8b12b34b38421241366ee456bbebab9,volume::annual meeting of the association for computational linguistics::2005
9ed9bff37ec952134564b3b2a022b7aba9479ff2,volume::north american chapter of the association for computational linguistics::2016
463dbd690d912b23d29b7581fb6b253b36f50394,volume::annual meeting of the association for computational linguistics::1999
